filename,path,label
spoof_0.wav,spoof_audio\spoof_0.wav,0
spoof_1.wav,spoof_audio\spoof_1.wav,0
spoof_10.wav,spoof_audio\spoof_10.wav,0
spoof_100.wav,spoof_audio\spoof_100.wav,0
spoof_1000.wav,spoof_audio\spoof_1000.wav,0
spoof_10000.wav,spoof_audio\spoof_10000.wav,0
spoof_10001.wav,spoof_audio\spoof_10001.wav,0
spoof_10002.wav,spoof_audio\spoof_10002.wav,0
spoof_10003.wav,spoof_audio\spoof_10003.wav,0
spoof_10004.wav,spoof_audio\spoof_10004.wav,0
spoof_10005.wav,spoof_audio\spoof_10005.wav,0
spoof_10006.wav,spoof_audio\spoof_10006.wav,0
spoof_10007.wav,spoof_audio\spoof_10007.wav,0
spoof_10008.wav,spoof_audio\spoof_10008.wav,0
spoof_10009.wav,spoof_audio\spoof_10009.wav,0
spoof_1001.wav,spoof_audio\spoof_1001.wav,0
spoof_10010.wav,spoof_audio\spoof_10010.wav,0
spoof_10011.wav,spoof_audio\spoof_10011.wav,0
spoof_10012.wav,spoof_audio\spoof_10012.wav,0
spoof_10013.wav,spoof_audio\spoof_10013.wav,0
spoof_10014.wav,spoof_audio\spoof_10014.wav,0
spoof_10015.wav,spoof_audio\spoof_10015.wav,0
spoof_10016.wav,spoof_audio\spoof_10016.wav,0
spoof_10017.wav,spoof_audio\spoof_10017.wav,0
spoof_10018.wav,spoof_audio\spoof_10018.wav,0
spoof_10019.wav,spoof_audio\spoof_10019.wav,0
spoof_1002.wav,spoof_audio\spoof_1002.wav,0
spoof_10020.wav,spoof_audio\spoof_10020.wav,0
spoof_10021.wav,spoof_audio\spoof_10021.wav,0
spoof_10022.wav,spoof_audio\spoof_10022.wav,0
spoof_10023.wav,spoof_audio\spoof_10023.wav,0
spoof_10024.wav,spoof_audio\spoof_10024.wav,0
spoof_10025.wav,spoof_audio\spoof_10025.wav,0
spoof_10026.wav,spoof_audio\spoof_10026.wav,0
spoof_10027.wav,spoof_audio\spoof_10027.wav,0
spoof_10028.wav,spoof_audio\spoof_10028.wav,0
spoof_10029.wav,spoof_audio\spoof_10029.wav,0
spoof_1003.wav,spoof_audio\spoof_1003.wav,0
spoof_10030.wav,spoof_audio\spoof_10030.wav,0
spoof_10031.wav,spoof_audio\spoof_10031.wav,0
spoof_10032.wav,spoof_audio\spoof_10032.wav,0
spoof_10033.wav,spoof_audio\spoof_10033.wav,0
spoof_10034.wav,spoof_audio\spoof_10034.wav,0
spoof_10035.wav,spoof_audio\spoof_10035.wav,0
spoof_10036.wav,spoof_audio\spoof_10036.wav,0
spoof_10037.wav,spoof_audio\spoof_10037.wav,0
spoof_10038.wav,spoof_audio\spoof_10038.wav,0
spoof_10039.wav,spoof_audio\spoof_10039.wav,0
spoof_1004.wav,spoof_audio\spoof_1004.wav,0
spoof_10040.wav,spoof_audio\spoof_10040.wav,0
spoof_10041.wav,spoof_audio\spoof_10041.wav,0
spoof_10042.wav,spoof_audio\spoof_10042.wav,0
spoof_10043.wav,spoof_audio\spoof_10043.wav,0
spoof_10044.wav,spoof_audio\spoof_10044.wav,0
spoof_10045.wav,spoof_audio\spoof_10045.wav,0
spoof_10046.wav,spoof_audio\spoof_10046.wav,0
spoof_10047.wav,spoof_audio\spoof_10047.wav,0
spoof_10048.wav,spoof_audio\spoof_10048.wav,0
spoof_10049.wav,spoof_audio\spoof_10049.wav,0
spoof_1005.wav,spoof_audio\spoof_1005.wav,0
spoof_10050.wav,spoof_audio\spoof_10050.wav,0
spoof_10051.wav,spoof_audio\spoof_10051.wav,0
spoof_10052.wav,spoof_audio\spoof_10052.wav,0
spoof_10053.wav,spoof_audio\spoof_10053.wav,0
spoof_10054.wav,spoof_audio\spoof_10054.wav,0
spoof_10055.wav,spoof_audio\spoof_10055.wav,0
spoof_10056.wav,spoof_audio\spoof_10056.wav,0
spoof_10057.wav,spoof_audio\spoof_10057.wav,0
spoof_10058.wav,spoof_audio\spoof_10058.wav,0
spoof_10059.wav,spoof_audio\spoof_10059.wav,0
spoof_1006.wav,spoof_audio\spoof_1006.wav,0
spoof_10060.wav,spoof_audio\spoof_10060.wav,0
spoof_10061.wav,spoof_audio\spoof_10061.wav,0
spoof_10062.wav,spoof_audio\spoof_10062.wav,0
spoof_10063.wav,spoof_audio\spoof_10063.wav,0
spoof_10064.wav,spoof_audio\spoof_10064.wav,0
spoof_10065.wav,spoof_audio\spoof_10065.wav,0
spoof_10066.wav,spoof_audio\spoof_10066.wav,0
spoof_10067.wav,spoof_audio\spoof_10067.wav,0
spoof_10068.wav,spoof_audio\spoof_10068.wav,0
spoof_10069.wav,spoof_audio\spoof_10069.wav,0
spoof_1007.wav,spoof_audio\spoof_1007.wav,0
