filename,path,label
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
LA_0079.flac,ASVspoof2019_LA_train/flac\LA_0079.flac,1
